dataid,air1,"	air2","	air3","	airwindowunit1","	aquarium1","	bathroom1","	bathroom2","	bedroom1","	bedroom2","	bedroom3","	bedroom4","	bedroom5","	car1","	clotheswasher1","	clotheswasher_dryg1","	diningroom1","	diningroom2","	dishwasher1","	disposal1","	drye1","	dryg1","	freezer1","	furnace1","	furnace2","	garage1","	garage2","	gen","	grid","	heater1","	housefan1","	icemaker1","	jacuzzi1","	kitchen1","	kitchen2","	kitchenapp1","	kitchenapp2","	lights_plugs1","	lights_plugs2","	lights_plugs3","	lights_plugs4","	lights_plugs5","	lights_plugs6","	livingroom1","	livingroom2","	microwave1","	office1","	outsidelights_plugs1","	outsidelights_plugs2","	oven1","	oven2","	pool1","	pool2","	poollight1","	poolpump1","	pump1","	range1","	refrigerator1","	refrigerator2","	security1","	shed1","	sprinkler1","	utilityroom1","	venthood1","	waterheater1","	waterheater2","	winecooler1","	use"
3368,NULL,NULL,NULL,NULL,NULL,9.629583333,NULL,129.2904596,NULL,NULL,NULL,NULL,1138.655499,25.4280627,NULL,NULL,NULL,0.1374,103.2683623,552.79175,NULL,NULL,2630.281343,NULL,NULL,NULL,6472.845938,1447.593829,NULL,NULL,NULL,NULL,NULL,NULL,83.63690263,26.19297585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.50730932,360.3839872,11.42444561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.94216394,562.2954349,NULL,NULL,NULL,NULL,NULL,NULL,605.6551711,NULL,NULL,7972.367981
4874,3675.8816,NULL,NULL,NULL,NULL,2.130116667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.74422759,NULL,2.318816667,NULL,156.5369333,0.386816667,1030.370017,NULL,NULL,2128.596482,NULL,168.4793672,NULL,5470.879944,5663.712518,NULL,NULL,NULL,NULL,NULL,NULL,50.84748276,105.4100534,NULL,NULL,NULL,NULL,NULL,NULL,61.40621667,NULL,133.1254299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,673.835404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11161.37837
6800,NULL,NULL,NULL,NULL,NULL,0.1507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.627216667,NULL,NULL,0.0004,NULL,NULL,NULL,NULL,179.0321333,NULL,NULL,NULL,NULL,564.114,NULL,NULL,NULL,NULL,NULL,NULL,8.884983333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.59555,NULL,NULL,NULL,NULL,NULL,NULL,42.58811667,82.08208333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,564.114
9585,1.50415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.097316667,NULL,NULL,NULL,7.646316667,0.020566667,NULL,2.451883333,NULL,6.1872,NULL,NULL,NULL,NULL,229.9955333,NULL,NULL,NULL,NULL,NULL,NULL,4.036816667,5.59645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.69641667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.29596667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,229.9955333
3401,4226.757838,292.7381404,272.6668249,NULL,NULL,0.196806937,16.1595973,NULL,NULL,NULL,NULL,NULL,NULL,1.191082095,NULL,NULL,NULL,133.1277607,NULL,595.2053975,NULL,28.96512192,18.00819567,825.3518476,NULL,NULL,NULL,23920.03773,NULL,NULL,1064.25156,NULL,NULL,NULL,38.42456717,44.45528258,0.900317258,13.68664322,7.407449292,NULL,403.7492006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,315.351885,NULL,NULL,NULL,NULL,3617.180506,NULL,NULL,337.1535541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23920.03773
7989,2981.406483,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,242.5882074,NULL,NULL,440.6456754,NULL,NULL,NULL,7133.277213,3174.719774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116.0532485,2154.891024,NULL,NULL,NULL,NULL,0.085133333,NULL,NULL,2078.48271,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346.33793
1350,302.3053167,NULL,NULL,NULL,NULL,57.18668333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.1029,NULL,NULL,NULL,91.6922,NULL,338.6145333,NULL,NULL,559.3989833,NULL,NULL,NULL,NULL,4205.631733,NULL,NULL,NULL,191.4865333,NULL,NULL,33.92098333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,743.3934833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4205.631733
6334,927.3056341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.91783172,NULL,NULL,NULL,28.56948411,NULL,609.7692472,NULL,NULL,534.6493852,NULL,NULL,NULL,NULL,4587.829134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.81881858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.0223139,249.3002367,NULL,NULL,NULL,NULL,NULL,NULL,638.746246,NULL,NULL,4587.829134
5652,389.2022333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.72056667,NULL,NULL,NULL,41.2922,NULL,329.22515,NULL,NULL,135.7814333,NULL,NULL,NULL,NULL,4889.134117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64.66273333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,163.1172667,363.80635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4889.134117
4776,193.2343833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.102116667,0.1993,NULL,NULL,NULL,48.72018333,NULL,NULL,NULL,NULL,2231.59625,NULL,NULL,NULL,NULL,NULL,NULL,7.364566667,58.7711,NULL,NULL,NULL,NULL,NULL,NULL,139.9698,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,331.8950667,137.8019167,NULL,NULL,NULL,NULL,NULL,NULL,1132.8009,NULL,NULL,2231.59625
4438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.95688333,NULL,NULL,NULL,0,0.300733333,575.6007667,NULL,NULL,745.8213333,NULL,NULL,NULL,NULL,3215.3402,NULL,NULL,NULL,NULL,NULL,NULL,11.47795,0,NULL,NULL,NULL,NULL,NULL,NULL,407.54555,NULL,73.55361667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,372.82995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3215.3402
4193,3941.751283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5913.200467,7467.754567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,211.4038333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13408.92848
6673,1404.331777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.36785874,NULL,NULL,NULL,NULL,NULL,147.9642502,NULL,NULL,407.3007243,NULL,476.7446437,NULL,NULL,4429.05544,NULL,NULL,NULL,NULL,90.40389515,NULL,1.950678904,NULL,138.5636767,11.94823954,NULL,NULL,NULL,NULL,983.5821445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,448.6880145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4429.05544
7680,3841.967333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,229.7770667,NULL,NULL,NULL,NULL,NULL,NULL,6746.361567,4911.090017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.6857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11682.36527
7893,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.5847,NULL,NULL,NULL,173.2264,0.565833333,214.6794333,NULL,NULL,741.8801167,NULL,NULL,NULL,NULL,2794.900267,NULL,NULL,NULL,NULL,NULL,NULL,193.5656,0.854983333,NULL,NULL,NULL,NULL,NULL,NULL,104.05535,NULL,150.3989333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,289.4988667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2794.900267
2510,1234.732868,844.9862356,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60.39079548,NULL,NULL,NULL,231.1352667,0.587566667,592.2704808,NULL,NULL,1522.208131,799.0496463,NULL,NULL,NULL,7517.285386,NULL,NULL,NULL,NULL,NULL,NULL,620.9778395,11.36791667,65.53108446,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.8954,NULL,NULL,NULL,126.6768675,33.23193503,NULL,NULL,NULL,NULL,NULL,NULL,663.1494556,1051.733063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7517.285386
100240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1870.893033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4559.334233
8086,3852.063558,NULL,NULL,NULL,NULL,13.2946289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.58634222,NULL,NULL,NULL,74.86530115,NULL,NULL,36.54759212,NULL,1404.952608,NULL,NULL,NULL,6480.689279,3509.023991,NULL,NULL,NULL,NULL,NULL,NULL,28.603276,22.50411396,NULL,NULL,NULL,NULL,NULL,NULL,291.1916863,NULL,29.20624071,925.6670627,NULL,NULL,97.71503188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,450.6580528,NULL,NULL,NULL,NULL,NULL,206.9678135,NULL,NULL,NULL,10002.20758
9195,498.5589833,NULL,NULL,NULL,NULL,NULL,NULL,135.7421333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.094883333,28.9089,NULL,NULL,NULL,137.0569833,NULL,NULL,NULL,NULL,1694.482567,NULL,NULL,NULL,NULL,NULL,NULL,3.806683333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,668.0242333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.53065,145.7165833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1694.482567
3519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.01071667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.429083333,0.003533333,NULL,NULL,NULL,63.77168333,NULL,NULL,NULL,NULL,716.9415333,NULL,NULL,NULL,NULL,NULL,NULL,22.39473333,3.673716667,NULL,NULL,NULL,NULL,NULL,NULL,502.5847833,NULL,14.37653333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.355,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,716.9415333
9922,3166.859731,966.7054554,NULL,NULL,NULL,NULL,NULL,2058.029085,1542.483608,862.178403,NULL,NULL,NULL,539.7879923,NULL,NULL,NULL,108.4037426,0.336012987,524.6395092,NULL,NULL,510.3768865,1573.284901,NULL,NULL,NULL,21212.93804,NULL,NULL,NULL,NULL,838.7711714,386.2765317,NULL,NULL,862.8032613,11.07919956,569.2387128,NULL,NULL,NULL,949.1815811,NULL,NULL,NULL,NULL,NULL,480.7032981,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2985.741365,NULL,NULL,NULL,NULL,21212.93804
100186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12013.98862,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9601.577683
3795,2805.190844,2602.234267,842.621749,NULL,NULL,24.55883333,NULL,495.4969833,116.0649167,NULL,NULL,NULL,5719.326367,46.7694,NULL,NULL,NULL,116.8334333,6.891233333,NULL,104.2125333,0,813.482,735.9768,NULL,NULL,NULL,19712.27591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.8212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.02403527,NULL,NULL,NULL,527.4244556,NULL,NULL,NULL,NULL,NULL,NULL,NULL,853.7500401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19712.27591
100160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3424.3896,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3533.490167
8574,0.0272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.513716667,NULL,NULL,NULL,0.004633333,0.021966667,NULL,5.38085,NULL,10.74741667,NULL,NULL,NULL,NULL,226.7775833,NULL,NULL,NULL,NULL,NULL,NULL,0.764866667,0.411283333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.9679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.85296667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,226.7775833
4313,6426.261967,1952.804933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48.32766667,NULL,NULL,NULL,48.79441667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27992.02753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.13345,NULL,NULL,NULL,250.6843,NULL,NULL,NULL,NULL,6901.90355,NULL,4.28015,913.6489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27992.02753
5403,2700.909214,NULL,NULL,NULL,NULL,NULL,NULL,175.9088864,485.0342898,NULL,NULL,NULL,2415.978983,56.09535,NULL,NULL,NULL,123.44885,0.236066667,558.7099534,NULL,NULL,907.7907624,NULL,NULL,NULL,5653.640184,4840.060985,NULL,NULL,NULL,NULL,292.5518257,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.01105,NULL,NULL,NULL,102.8636167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,704.4629424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10515.35602
100094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8800.289664,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11845.39727
2769,3536.690017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,948.51405,164.9162333,NULL,NULL,NULL,229.4917833,NULL,545.22475,NULL,NULL,0.579333333,NULL,NULL,NULL,NULL,11462.52477,NULL,NULL,NULL,NULL,1122.53065,NULL,99.26943333,NULL,184.2285833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,299.59695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11462.52477
9775,617.9974,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42.58585,NULL,NULL,NULL,0.37995,0.178066667,NULL,64.93428333,NULL,109.2464833,NULL,NULL,NULL,NULL,5484.835617,NULL,NULL,NULL,NULL,NULL,NULL,170.7201167,45.58236667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,561.2662333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5484.835617
3500,3192.678579,1699.590345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.63191667,NULL,27.90338333,NULL,109.1012,NULL,NULL,55.8497,NULL,1133.410594,619.2176379,NULL,NULL,NULL,20760.62817,NULL,NULL,NULL,NULL,83.69138531,18.10035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108.7301169,1800.034419,NULL,NULL,282.4009105,NULL,NULL,NULL,NULL,3346.828364,NULL,NULL,782.932911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20760.62817
4495,41.02181667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,25.95073333,0.16635,NULL,99.20036667,NULL,9.803316667,NULL,NULL,NULL,NULL,2119.8685,NULL,NULL,NULL,NULL,NULL,NULL,3.344416667,34.08963333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.61506667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,304.3333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2119.8685
3953,3166.355777,3562.451967,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55.62323333,NULL,NULL,NULL,NULL,NULL,1509.573133,NULL,NULL,1023.073741,719.7537144,NULL,NULL,1357.936266,13636.18404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172.0683563,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15004.19046
100226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7189.727667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12544.11072
4473,2370.09955,NULL,NULL,NULL,NULL,155.7532667,NULL,471.0391833,NULL,NULL,NULL,NULL,NULL,NULL,152.1396833,NULL,NULL,90.26421667,NULL,NULL,NULL,NULL,844.4890333,NULL,NULL,NULL,NULL,6211.854083,NULL,NULL,NULL,NULL,NULL,NULL,167.58385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,318.6649667,NULL,227.9448833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,833.0234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6211.854083
5357,11945.11091,NULL,NULL,NULL,NULL,2357.33605,NULL,727.1318619,NULL,NULL,NULL,NULL,1223.755304,66.4459305,NULL,NULL,NULL,185.987144,2.694764699,NULL,123.6126118,NULL,NULL,NULL,NULL,NULL,15861.3616,19346.25634,NULL,NULL,NULL,NULL,133.2369042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.31085407,NULL,102.0027626,NULL,NULL,NULL,270.0495251,54.97032328,NULL,NULL,NULL,7688.866271,NULL,2.482790111,575.5291219,NULL,NULL,NULL,NULL,NULL,NULL,2466.636995,NULL,NULL,35289.44431
1283,6007.454167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.661916667,NULL,NULL,NULL,NULL,NULL,NULL,7000.905683,8197.357567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.9953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15248.84043
101,2157.661306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.3124,NULL,NULL,NULL,38.81944338,NULL,674.7898751,NULL,NULL,456.6574006,NULL,NULL,NULL,NULL,6100.916043,NULL,NULL,NULL,NULL,NULL,NULL,115.4253004,36.68859023,82.51340658,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145.4594876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.8638127,362.8594942,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6100.916043
3652,2453.93445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209.0607667,NULL,NULL,NULL,19.19633333,NULL,NULL,NULL,NULL,NULL,9440.820633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.43848333,NULL,0.316683333,NULL,NULL,NULL,NULL,102.1051667,1059.765517,992.20475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9440.820633
8188,2047.3025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,247.4553833,NULL,875.1249167,NULL,NULL,840.2002167,NULL,NULL,NULL,NULL,8384.58755,NULL,NULL,NULL,NULL,NULL,NULL,90.32333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,747.2363667,NULL,106.2219333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,387.5788,663.54175,NULL,NULL,NULL,NULL,NULL,NULL,1366.84255,NULL,NULL,8384.58755
100179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6785.870433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7135.572867
100254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,265.5294167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,917.5917833
2366,4.142883333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.023933333,NULL,NULL,NULL,NULL,NULL,83.74358333,NULL,NULL,1806.593983,NULL,NULL,NULL,NULL,3207.144983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.7517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70.37716667,81.87465,NULL,NULL,NULL,NULL,NULL,NULL,284.3821167,NULL,NULL,3207.144983
6692,5015.638311,NULL,NULL,NULL,NULL,NULL,NULL,378.653966,NULL,NULL,NULL,NULL,NULL,48.24766648,NULL,NULL,NULL,76.30827165,0.306003812,NULL,58.96079418,NULL,1697.168877,NULL,NULL,NULL,NULL,13666.12077,NULL,NULL,NULL,1749.738323,NULL,NULL,152.4984775,9.042445356,NULL,NULL,NULL,NULL,NULL,NULL,941.8816761,NULL,70.88271257,195.0956353,NULL,NULL,90.39226875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,709.3089528,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13666.12077
9803,194.9564833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.222,NULL,NULL,NULL,NULL,70.49021159,NULL,NULL,NULL,NULL,1238.774034,NULL,NULL,NULL,NULL,NULL,NULL,3.20385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.82388913,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.39926667,146.2597478,NULL,NULL,NULL,NULL,NULL,NULL,139.7003833,NULL,NULL,1238.774034
1314,3733.08165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.51613333,NULL,NULL,NULL,NULL,NULL,348.3487167,NULL,NULL,908.0170667,NULL,NULL,NULL,NULL,9228.826833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.42071667,494.9575833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9228.826833
