dataid,air1,"	air2","	air3","	airwindowunit1","	aquarium1","	bathroom1","	bathroom2","	bedroom1","	bedroom2","	bedroom3","	bedroom4","	bedroom5","	car1","	clotheswasher1","	clotheswasher_dryg1","	diningroom1","	diningroom2","	dishwasher1","	disposal1","	drye1","	dryg1","	freezer1","	furnace1","	furnace2","	garage1","	garage2","	gen","	grid","	heater1","	housefan1","	icemaker1","	jacuzzi1","	kitchen1","	kitchen2","	kitchenapp1","	kitchenapp2","	lights_plugs1","	lights_plugs2","	lights_plugs3","	lights_plugs4","	lights_plugs5","	lights_plugs6","	livingroom1","	livingroom2","	microwave1","	office1","	outsidelights_plugs1","	outsidelights_plugs2","	oven1","	oven2","	pool1","	pool2","	poollight1","	poolpump1","	pump1","	range1","	refrigerator1","	refrigerator2","	security1","	shed1","	sprinkler1","	utilityroom1","	venthood1","	waterheater1","	waterheater2","	winecooler1","	use"
1617,867.7860833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.4452,0.268166667,NULL,NULL,NULL,206.6411667,NULL,NULL,NULL,NULL,9632.626433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107.10465,NULL,46.07566667,NULL,NULL,NULL,242.3053333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1045.084617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9632.626433
5317,3567.641283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.31453333,NULL,NULL,NULL,29.84896667,NULL,591.7372667,NULL,NULL,1146.1287,NULL,NULL,NULL,NULL,9263.004633,NULL,NULL,NULL,NULL,NULL,NULL,53.85955,211.2179667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.1154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,718.9141333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9263.004633
100101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10970.13573,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17597.42235
7287,2399.737183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208.9611167,NULL,NULL,NULL,78.1698,0.121783333,514.02475,NULL,698.4626333,426.4164167,NULL,NULL,NULL,NULL,9300.86855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.84813333,NULL,NULL,NULL,161.2396667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,783.9929333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9300.86855
9654,2435.836007,NULL,NULL,NULL,NULL,NULL,NULL,257.7613525,NULL,NULL,NULL,NULL,NULL,115.3896887,NULL,NULL,NULL,NULL,NULL,154.4885092,NULL,NULL,806.379004,NULL,NULL,NULL,NULL,5330.492919,NULL,NULL,NULL,NULL,681.1465528,NULL,NULL,NULL,170.7589934,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.4117604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5330.492919
1551,1725.238773,NULL,NULL,NULL,NULL,3.0786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.0812222,NULL,NULL,NULL,46.03940925,NULL,305.1880786,NULL,NULL,1006.54715,NULL,91.08009142,NULL,NULL,5045.73062,NULL,NULL,NULL,NULL,NULL,NULL,0.318297488,0.179028244,172.2189725,176.4419986,20.89243564,NULL,NULL,NULL,NULL,NULL,2.336811859,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,342.3292628,482.54479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5045.73062
9745,2772.927109,5604.001213,3975.97716,NULL,NULL,0,376.906,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123.87675,0.572416667,72.30886545,NULL,NULL,917.4493731,NULL,NULL,NULL,NULL,76853.55615,NULL,NULL,0,NULL,NULL,NULL,0.00175,36.12631738,21.87651667,0.50115,NULL,NULL,NULL,NULL,0,94.30296667,3.571233537,NULL,NULL,NULL,309.7354259,NULL,NULL,NULL,NULL,NULL,NULL,0.082633333,204.4638676,264.302924,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76853.55615
1450,2459.018217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,336.2168833,NULL,NULL,287.2438833,0.744733333,NULL,NULL,NULL,1104.2404,NULL,NULL,NULL,NULL,9418.216067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,247.8125833,NULL,NULL,NULL,NULL,NULL,NULL,1206.259233,NULL,227.7192667,NULL,NULL,NULL,347.29915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,611.2512333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9418.216067
7276,1308.282267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.40371667,NULL,NULL,NULL,1.6829,NULL,674.4737,NULL,NULL,1306.46965,NULL,NULL,NULL,NULL,5119.951967,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.69086667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,685.8914833,NULL,NULL,5119.951967
1731,1071.680817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.9386,NULL,NULL,66.12446667,0.194216667,NULL,NULL,NULL,1195.70325,NULL,NULL,NULL,NULL,6106.904117,NULL,NULL,NULL,NULL,NULL,NULL,73.53713333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,582.74395,NULL,99.54546667,NULL,NULL,NULL,156.7632333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,508.9679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6106.904117
6500,533.52855,NULL,NULL,NULL,NULL,NULL,NULL,434.1693833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.014533333,NULL,NULL,NULL,NULL,91.66028333,NULL,NULL,NULL,NULL,2221.68915,NULL,NULL,NULL,NULL,NULL,NULL,174.2424167,NULL,0.0008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152.8778333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2221.68915
7585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.61699237,NULL,NULL,NULL,26.62618333,NULL,438.6632328,NULL,NULL,861.7043328,NULL,NULL,NULL,NULL,8727.994203,NULL,NULL,NULL,NULL,NULL,NULL,47.01154802,120.0435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104.3535161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,367.5955641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8727.994203
9836,43.47935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.2692,NULL,NULL,3.144783333,0.13065,NULL,NULL,NULL,56.21873333,NULL,NULL,NULL,2782.363029,997.229217,NULL,NULL,NULL,NULL,NULL,NULL,40.94671667,38.99465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.89226667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,249.9682833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3336.11068
2094,6753.00605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.80095,NULL,NULL,NULL,200.41535,NULL,906.1983833,NULL,NULL,2358.864967,NULL,NULL,NULL,7243.503417,10081.2785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.85641667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1519.099933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17324.70472
7361,2095.5935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,659.7633167,NULL,NULL,NULL,NULL,9348.722217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.4086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2141.31355,NULL,NULL,NULL,1607.19615,NULL,NULL,9348.722217
9766,4420.811893,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.03481154,NULL,NULL,NULL,128.4880655,NULL,674.7808591,NULL,NULL,734.4792248,NULL,NULL,NULL,NULL,11037.68852,NULL,NULL,NULL,NULL,NULL,NULL,10.99914589,157.8710793,134.2889833,454.1562466,511.0558467,115.2193122,NULL,NULL,NULL,NULL,NULL,NULL,496.7392529,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438.152172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11037.68852
100189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4164.640679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7228.048685
4957,2737.572564,3797.777327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2223.691036,49.9547596,NULL,NULL,NULL,136.8648693,NULL,977.4847627,NULL,NULL,915.5711015,1054.099486,NULL,NULL,6085.027321,19293.60754,NULL,NULL,NULL,NULL,NULL,NULL,15.33583322,254.1707488,1510.983592,NULL,NULL,NULL,NULL,NULL,1748.536793,NULL,42.95287607,2284.395895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171.1694089,697.3880914,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25431.10223
1524,1255.938767,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72.63178333,NULL,NULL,77.78448333,0.1468,NULL,NULL,NULL,543.9970833,NULL,NULL,NULL,NULL,4794.328183,NULL,NULL,NULL,NULL,NULL,NULL,36.61838333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.00411667,NULL,NULL,NULL,110.0292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,669.4791,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4794.328183
4147,1146.244767,646.94895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,25.4616,NULL,NULL,NULL,229.8476333,NULL,508.8595167,NULL,NULL,NULL,NULL,NULL,NULL,4297.438183,11602.66072,NULL,NULL,NULL,0,NULL,NULL,861.18825,334.92525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.80158333,NULL,NULL,NULL,179.5672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370.9399667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15916.13828
9160,3866.380389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.11510069,NULL,NULL,NULL,1.653759458,NULL,NULL,39.67879625,NULL,1309.393834,NULL,NULL,NULL,5382.324494,2481.420503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.35054221,NULL,NULL,NULL,115.6949578,NULL,NULL,NULL,NULL,NULL,NULL,NULL,535.087542,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7889.355786
1792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7819.5966,2847.591817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10728.40522
3864,750.2497167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.1072,NULL,NULL,64.18341667,0.07655,NULL,NULL,NULL,223.0478667,NULL,NULL,NULL,NULL,3288.979767,NULL,NULL,NULL,NULL,NULL,NULL,29.5971,NULL,NULL,NULL,NULL,NULL,NULL,NULL,563.8832167,NULL,62.67015,NULL,NULL,NULL,39.25215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,449.67675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3288.979767
8292,2867.300133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.35513333,NULL,NULL,NULL,99.33303333,NULL,322.10955,NULL,NULL,1105.162783,NULL,NULL,NULL,NULL,8161.185817,NULL,NULL,NULL,NULL,NULL,NULL,80.37008333,95.68571667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.50675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,655.2092833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8161.185817
8862,88.46556667,NULL,NULL,NULL,NULL,1.483766667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.582966667,NULL,NULL,305.1957333,NULL,NULL,NULL,NULL,1444.62975,NULL,NULL,NULL,NULL,NULL,NULL,1.381866667,NULL,5.367283333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,369.1306167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1444.62975
4864,97.01712532,NULL,NULL,NULL,NULL,NULL,NULL,9.679795928,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.943380341,0.099454767,NULL,NULL,NULL,65.27807155,NULL,NULL,NULL,NULL,369.6755137,NULL,NULL,NULL,NULL,NULL,NULL,1.412150177,4.355410153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.98451799,16.10468617,NULL,NULL,NULL,NULL,NULL,NULL,102.0702933,NULL,NULL,369.6755137
6688,38.68171667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1793.354083,NULL,NULL,NULL,NULL,2411.328533,NULL,NULL,NULL,NULL,NULL,NULL,13.64216667,19.21776667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.37775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,162.6002833,NULL,NULL,NULL,NULL,NULL,NULL,198.05635,NULL,NULL,2411.328533
4342,3346.435833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97.24928333,NULL,NULL,NULL,9.141316667,NULL,133.6689138,NULL,NULL,855.2069167,NULL,NULL,NULL,NULL,8590.229467,NULL,NULL,NULL,NULL,NULL,NULL,144.6113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.37963333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.68086667,580.7224833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8590.229467
668,4326.906517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.62926344,NULL,NULL,NULL,59.32480197,29.40510707,541.470096,NULL,NULL,1747.723205,NULL,NULL,NULL,8044.986142,2637.189174,NULL,NULL,NULL,NULL,NULL,NULL,64.62894546,246.8757114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.30326578,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,596.7709561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10755.72161
4499,52.79254851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.54774103,NULL,NULL,NULL,NULL,NULL,572.5963333,NULL,NULL,260.5324717,NULL,NULL,NULL,3659.783667,2793.317599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.433968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,559.3680316,713.7024019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6473.510254
6498,1604.289046,2410.16765,NULL,NULL,NULL,NULL,NULL,173.3488717,NULL,NULL,NULL,NULL,NULL,38.41873333,NULL,56.50856902,NULL,376.16465,NULL,NULL,115.1992649,NULL,1100.16415,623.5798777,515.4846786,NULL,NULL,19440.38522,NULL,NULL,NULL,NULL,NULL,NULL,579.0023257,NULL,443.2589662,411.7394231,1642.612246,791.041454,NULL,NULL,NULL,NULL,NULL,NULL,623.2914333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,983.5586742,857.7471796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19440.38522
4375,3800.628567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.45295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,564.3745972,NULL,NULL,NULL,NULL,16899.55853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,575.5528655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.05425,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8228.388071,NULL,NULL,582.5567065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16899.55853
100188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2452.240908,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2395.558629
6799,2668.457104,4502.279088,1420.936934,NULL,NULL,1061.193516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.392133333,432.28185,NULL,NULL,2437.964927,NULL,NULL,NULL,NULL,46363.9231,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,474.7254032,NULL,NULL,NULL,NULL,NULL,1958.502061,NULL,NULL,NULL,NULL,NULL,215.0181039,NULL,0.058033333,NULL,NULL,10872.97202,NULL,NULL,286.7637099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46363.9231
9578,167.4092333,NULL,NULL,NULL,NULL,NULL,NULL,34.49256667,107.7027,NULL,NULL,NULL,NULL,5.070916667,NULL,NULL,NULL,NULL,NULL,114.99175,NULL,NULL,138.5778,NULL,NULL,NULL,NULL,1001.283583,NULL,NULL,NULL,NULL,127.9646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,304.6134333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1001.283583
100115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14011.86818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24339.18102
499,1839.741283,NULL,NULL,NULL,1544.180164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63.07478503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,629.5594681,NULL,NULL,NULL,4663.877559,6584.477263,NULL,NULL,NULL,NULL,NULL,NULL,1386.577992,NULL,828.1184085,680.2324607,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,630.4119701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1235.801834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11267.14807
3134,2224.990267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,463.19885,NULL,NULL,NULL,NULL,NULL,NULL,6737.44689,604.7628808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,144.5269603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7398.08891
3273,2919.60035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.22336667,NULL,NULL,NULL,163.8863,NULL,212.5075833,NULL,NULL,553.4873,NULL,NULL,NULL,NULL,7173.2062,NULL,NULL,NULL,NULL,NULL,NULL,37.89811667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.06203333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,240.8135167,485.49165,NULL,NULL,NULL,NULL,NULL,NULL,931.76535,NULL,NULL,7173.2062
100089,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5821.368533,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27042.70462
1830,2702.896287,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.42105,NULL,NULL,NULL,0.0327,NULL,120.2767167,NULL,NULL,898.0843367,NULL,NULL,NULL,5802.774652,2822.137886,NULL,NULL,NULL,NULL,NULL,NULL,299.3609299,146.2335828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165.6587,368.2500099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8652.911105
100107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8170.120533,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18809.98307
3531,67.34629839,NULL,NULL,NULL,NULL,124.2407802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.04549386,NULL,NULL,NULL,NULL,NULL,NULL,9.299560178,NULL,253.2074849,NULL,NULL,NULL,NULL,1472.202671,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,462.2058721,NULL,NULL,930.698908,0.085097619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472.202671
5279,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303.84465,NULL,NULL,NULL,NULL,NULL,45.07588333,NULL,NULL,NULL,NULL,0.013516667,NULL,63.65318333,NULL,553.1949333,NULL,NULL,NULL,NULL,3494.69125,NULL,NULL,NULL,NULL,NULL,NULL,3.30155,111.68365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204.5121167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,868.3315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3494.69125
661,4202.38065,NULL,NULL,NULL,NULL,41.46179831,NULL,NULL,NULL,NULL,NULL,NULL,1943.664778,46.11003333,NULL,NULL,NULL,24.94897627,0.062966667,442.6166415,NULL,NULL,1471.142279,NULL,NULL,NULL,8644.314348,4589.922794,NULL,NULL,NULL,NULL,NULL,NULL,10.91566667,23.87218333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.36242486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,469.3742441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13278.28641
6101,3024.723261,NULL,NULL,NULL,NULL,NULL,NULL,293.530676,NULL,NULL,NULL,NULL,1737.495293,30.02346021,NULL,94.13085207,NULL,133.5033695,0.012057692,775.820707,NULL,NULL,673.6764758,NULL,NULL,NULL,NULL,10306.80082,NULL,NULL,NULL,NULL,NULL,NULL,35.62165477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.97739546,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212.5293263,868.8548116,NULL,221.6090773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10306.80082
